AIRA HEIN, 118, Eesti Keskerakond, 14.06.1973, , Paide linn
PIRET RANNE, 119, -, 11.09.1999, , Paide linn
ILVIJA TOVSTSIK, 120, Eesti Keskerakond, 14.09.1968, , Paide linn
TIIT LUMISTE, 121, Eesti Keskerakond, 20.05.1953, , Paide linn
ZINAIDA VERHOVÕH, 122, Eesti Keskerakond, 19.05.1958, , Paide linn
PRIIT PÕDER, 123, Eesti Konservatiivne Rahvaerakond, 16.04.1964, , Paide linn
KALLE GRÜNTHAL, 124, Eesti Konservatiivne Rahvaerakond, 24.02.1960, , Paide linn
TARMO HINTS, 125, Eesti Konservatiivne Rahvaerakond, 25.12.1974, , Paide linn
TOOMAS UUSMAA, 126, Eesti Konservatiivne Rahvaerakond, 09.11.1960, , Paide linn
ANDRES KRASS, 127, Eesti Konservatiivne Rahvaerakond, 20.06.1968, , Paide linn
MATI AMMER, 128, Eesti Konservatiivne Rahvaerakond, 14.03.1960, , Paide linn
ENE ILVES, 129, Eesti Konservatiivne Rahvaerakond, 09.08.1950, , Paide linn
KALEV KALMUS, 130, Eesti Konservatiivne Rahvaerakond, 17.07.1971, , Paide linn
JAN SONG, 131, Eesti Konservatiivne Rahvaerakond, 13.02.1973, , Paide linn
MART MIKSON, 132, Eesti Konservatiivne Rahvaerakond, 26.03.1955, , Paide linn
ANDRES ILVES, 133, Eesti Konservatiivne Rahvaerakond, 12.03.1950, , Paide linn
ANNI LILL, 134, -, 24.10.1991, , Paide linn
ANDRES KIVILAID, 135, Eesti Konservatiivne Rahvaerakond, 08.05.1972, , Paide linn
ÜLO SAAR, 136, Eesti Konservatiivne Rahvaerakond, 25.11.1970, , Paide linn
AIDI KONDAS, 137, Eesti Konservatiivne Rahvaerakond, 27.12.1968, , Paide linn
ANDO VAU, 138, Eesti Konservatiivne Rahvaerakond, 20.12.1975, , Paide linn
ELA BERGMANN, 139, Eesti Konservatiivne Rahvaerakond, 25.12.1984, , Paide linn
AULAR SOON, 140, Eesti Konservatiivne Rahvaerakond, 10.05.1965, , Paide linn
ENE LUKKE, 141, Eesti Konservatiivne Rahvaerakond, 13.06.1961, , Paide linn
AARNE KÕRGESAAR, 142, -, 17.02.1956, , Paide linn
SIRET PIHELGAS, 143, Sotsiaaldemokraatlik Erakond, 08.04.1978, , Paide linn
ALO AASMA, 144, -, 15.01.1986, , Paide linn
MARGIT UDAM, 145, -, 19.01.1976, , Paide linn
ILMAR KOPPEL, 146, -, 08.01.1988, , Paide linn
ANNELI SUITS, 147, -, 30.11.1967, , Paide linn
KASPAR TAMMIST, 148, -, 17.07.1988, , Paide linn
SILLE PUDEL, 149, -, 07.01.1978, , Paide linn
KULNO KLEIN, 150, Sotsiaaldemokraatlik Erakond, 23.10.1963, , Paide linn
KRISTI ROHTLA, 151, -, 20.05.1985, , Paide linn
SIIM PAAPSI, 152, -, 22.09.1995, , Paide linn
LAINE HALLIKA, 153, -, 15.01.1972, , Paide linn
JAAN SAPP, 154, -, 19.02.1969, , Paide linn
GRISLY KUUSKLER, 155, -, 04.09.1992, , Paide linn
MIKK VISSAK, 156, -, 18.10.1985, , Paide linn
TRIIN PAABO, 157, Sotsiaaldemokraatlik Erakond, 13.06.1986, , Paide linn
SERKKO VASLI, 158, -, 29.02.2000, , Paide linn
BARBI VALDMANN, 159, -, 18.10.1982, , Paide linn
MAIRON NUGIS, 160, -, 30.10.1983, , Paide linn
MAIVE PREMET, 161, -, 16.09.1976, , Paide linn
ANTS LEPPOJA, 162, -, 21.05.1956, , Paide linn
LIZETTE MARII ÕISMA, 163, -, 18.07.2003, , Paide linn
AKO AASMA, 164, -, 26.06.1989, , Paide linn
REIMA NÕMMIK, 165, Sotsiaaldemokraatlik Erakond, 22.04.1976, , Paide linn
ROMAN ZAROVSKI, 166, -, 28.02.1988, , Paide linn
TRIINU LATIK, 167, -, 12.10.1989, , Paide linn
RAINER PAAVEL, 168, -, 17.10.1985, , Paide linn
LIZANNE IDAVAIN, 169, -, 05.09.1988, , Paide linn
IVAR SALM, 170, -, 04.06.2001, , Paide linn
REILI VASSILJEV, 171, -, 02.04.1986, , Paide linn
AIN VILISMÄE, 172, Sotsiaaldemokraatlik Erakond, 15.12.1959, , Paide linn
KRISTA NUHKAT, 173, Sotsiaaldemokraatlik Erakond, 21.01.1965, , Paide linn
KOIT PILIPENKO, 174, Sotsiaaldemokraatlik Erakond, 29.10.1979, , Paide linn
ANNELI MERILA, 175, Sotsiaaldemokraatlik Erakond, 19.08.1973, , Paide linn
PEEP HEINASTE, 176, Sotsiaaldemokraatlik Erakond, 16.12.1971, , Paide linn
JAAN KIRSIPUU, 177, -, 12.03.1987, , Paide linn
MARKO SILDNIK, 178, -, 05.08.1978, , Paide linn
JAAK PORMANN, 179, Sotsiaaldemokraatlik Erakond, 13.01.1969, , Paide linn
KALLE KALVIK, 180, -, 05.06.1977, , Paide linn
JAAK SALMAR, 181, Eesti Tulevikuerakond, 20.02.1948, , Paide linn
JAANUS KOEMETS, 182, -, 16.08.1979, , Paide linn
URMAS KIVILO, 183, Sotsiaaldemokraatlik Erakond, 27.12.1954, , Paide linn
HEIGO LAANEOKS, 184, Sotsiaaldemokraatlik Erakond, 08.06.1984, , Paide linn
MARI-LIIZ NIKKER, 185, -, 29.04.2000, , Paide linn
ANNELA ILUMETS, 186, Eesti Keskerakond, 28.05.1973, , Paide linn
ERVIN VALDMAA, 187, -, 14.04.1957, , Paide linn
URVE KAAR, 188, Sotsiaaldemokraatlik Erakond, 09.09.1942, , Paide linn
MARGUS NURMIK, 189, Sotsiaaldemokraatlik Erakond, 06.05.1971, , Paide linn
TARMO ALT, 190, Eesti Reformierakond, 15.07.1966, , Paide linn
HARTI PAIMETS, 191, Eesti Reformierakond, 02.11.1958, , Paide linn
VILINA HANGE, 192, Eesti Reformierakond, 29.09.1950, , Paide linn
JAKO KRUUSEMENT, 193, -, 17.07.1975, , Paide linn
ÜLLE TILGA, 194, -, 20.11.1972, , Paide linn
VELLO TALVISTE, 195, Eesti Reformierakond, 01.08.1952, , Paide linn
MARGE MERISALU, 196, -, 24.02.1971, , Paide linn
ANDRES KÕNNO, 197, -, 14.02.1975, , Paide linn
HELLE SALUM, 198, Eesti Reformierakond, 09.04.1975, , Paide linn
AIN TÜRNER, 199, -, 07.12.1970, , Paide linn
EVE JÜRGENSON, 200, Eesti Reformierakond, 14.02.1969, , Paide linn
SASKIA LIIVA, 201, -, 28.09.1974, , Paide linn
VALEV VÄLJAOTS, 202, Eesti Reformierakond, 28.10.1969, , Paide linn
MARJU REISMANN, 203, Eesti Reformierakond, 16.08.1969, , Paide linn
VAHUR VAARMA, 204, -, 10.03.1960, , Paide linn
HELE PÄRN, 205, -, 28.03.1968, , Paide linn
JAAN MADIS, 206, Eesti Reformierakond, 06.03.1952, , Paide linn
TRIINE LEPP, 207, -, 27.06.1992, , Paide linn
ANDRES JUHANSON, 208, -, 06.07.1966, , Paide linn
LAGLE ROO, 209, -, 08.09.1984, , Paide linn
MIHHAIL FEŠTŠIN, 210, ISAMAA Erakond, 19.07.1959, , Paide linn
KAIDO IVASK, 211, -, 26.05.1970, , Paide linn
RÜNDO MÜLTS, 212, -, 13.09.1991, , Paide linn
ANDRUS TULL, 213, ISAMAA Erakond, 16.10.1962, , Paide linn
JANIS TIKK, 214, -, 23.06.1983, , Paide linn
OLEG ANTONKOV, 215, -, 13.08.1968, , Paide linn
ANTS HIIEMAA, 216, ISAMAA Erakond, 12.09.1958, , Paide linn
ANDRUS JAKOBSON, 217, -, 29.06.1970, , Paide linn
VIKTOR KASAK, 218, ISAMAA Erakond, 04.11.1955, , Paide linn
ELLIKO KÕIV, 219, -, 10.12.1978, , Paide linn
VIKTOR METS, 220, Sotsiaaldemokraatlik Erakond, 24.03.1954, , Paide linn
RIHO METSLA, 221, -, 22.12.1971, , Paide linn
EVELIN NÕMM, 222, ISAMAA Erakond, 21.04.1967, , Paide linn
ALAN OLONEN, 223, -, 21.07.1989, , Paide linn
ENN PIIR, 224, -, 08.02.1960, , Paide linn
TARMO PÕLDROO, 225, ISAMAA Erakond, 19.06.1987, , Paide linn
ALLAR REIVIK, 226, ISAMAA Erakond, 03.12.1963, , Paide linn
ARVO STOLTSEN, 227, -, 30.10.1949, , Paide linn
KATRIN TAMM, 228, ISAMAA Erakond, 29.09.1969, , Paide linn
ENE TAPPO, 229, -, 14.08.1946, , Paide linn
TEET TIHVAN, 230, -, 25.01.1967, , Paide linn
KLAARIKA UUSMAA, 231, -, 05.08.1983, , Paide linn
EHA VESSMANN, 232, -, 07.11.1943, , Paide linn
PRIIT VÄRK, 233, ISAMAA Erakond, 11.04.1985, , Paide linn
JÜRI KAUGERAND, 234, ISAMAA Erakond, 06.05.1983, , Paide linn
ENELI KERRO, 235, -, 17.06.1976, , Paide linn
OTT KOOBAS, 236, -, 09.01.1986, , Paide linn
ERKI LUUKAS, 237, -, 09.04.1985, , Paide linn
VAIGO MIKSON, 238, -, 12.12.1992, , Paide linn
VEIKO NATUS, 239, -, 12.08.1977, , Paide linn
EGON ORASTE, 240, -, 26.12.1984, , Paide linn
VILJAR PENNERT, 241, ISAMAA Erakond, 10.09.1982, , Paide linn
JANA HAABJÄRV, 242, -, 01.10.1991, , Paide linn
ROBERT REISMAN, 243, -, 06.07.1988, , Paide linn
AIVAR-JOEL RIKK, 244, -, 07.01.1968, , Paide linn
EHA TASANG, 245, -, 26.12.1961, , Paide linn
HARDI ULLA, 246, -, 29.08.1972, , Paide linn
MAARJA BRAUSE, 101, -, 14.01.1982, , Türi vald
ANDRUS EENSOO, 102, Eesti Reformierakond, 21.03.1963, , Türi vald
KAJA SEPP, 103, Eesti Reformierakond, 30.10.1974, , Türi vald
VEIKO VIIGIPUU, 104, Eesti Tulevikuerakond, 30.04.1983, , Türi vald
HELIT SELJAMAA, 105, -, 12.08.1988, , Türi vald
REIN OSELIN, 106, Eesti Reformierakond, 31.03.1966, , Türi vald
AHTO KARU, 107, Eesti Reformierakond, 09.03.1955, , Türi vald
JAANUS KOPOLOVETS, 108, -, 08.07.1983, , Türi vald
LIINA LEHIS, 109, -, 30.03.1974, , Türi vald
ANDRUS LEHIS, 110, -, 16.04.1973, , Türi vald
LIIS KURG, 111, -, 17.12.1983, , Türi vald
KAROLIINE KARU, 112, -, 03.02.2001, , Türi vald
ASKO JÕESMA, 113, Eesti Reformierakond, 10.09.1988, , Türi vald
RAUL METSUNT, 114, -, 18.07.1962, , Türi vald
ANNELI RAITAR, 115, -, 27.09.1965, , Türi vald
LAURI LÄÄNEMETS, 116, Sotsiaaldemokraatlik Erakond, 31.01.1983, , Türi vald
KATI NÕLVAK, 117, Sotsiaaldemokraatlik Erakond, 17.11.1989, , Türi vald
KADRI PAAS, 118, Erakond Eesti 200, 08.05.1982, , Türi vald
VEIKO VALANG, 119, -, 20.09.1960, , Türi vald
ELE ENN, 120, Sotsiaaldemokraatlik Erakond, 22.07.1987, , Türi vald
STEN PERILLUS, 121, -, 11.07.2000, , Türi vald
LIIA SIZASK, 122, -, 28.12.1963, , Türi vald
KÜLLI HUOPOLAINEN, 123, -, 23.09.1965, , Türi vald
JAANUS MARRANDI, 124, Sotsiaaldemokraatlik Erakond, 23.03.1963, , Türi vald
PIRET LAI, 125, -, 03.02.1960, , Türi vald
VEIGO KAARET, 126, -, 08.03.1979, , Türi vald
KRISTINA GUDINAS, 127, -, 12.11.1973, , Türi vald
MARINA ABEN, 128, Sotsiaaldemokraatlik Erakond, 23.09.1971, , Türi vald
MAARJA AHVELDT, 129, Sotsiaaldemokraatlik Erakond, 27.07.1991, , Türi vald
ANNELI BACHMAN, 130, -, 20.06.1987, , Türi vald
EGLE HEINSAR, 131, Sotsiaaldemokraatlik Erakond, 12.03.1982, , Türi vald
ELOR ILMET, 132, -, 17.04.1960, , Türi vald
ANNELI JAASMA, 133, -, 17.03.1968, , Türi vald
MEEME JUHKAM, 134, -, 03.12.1981, , Türi vald
OKSANA JÄRVE, 135, Sotsiaaldemokraatlik Erakond, 31.08.1979, , Türi vald
VALLI JÄRVE, 136, -, 01.04.1953, , Türi vald
HURMI JÜRJENS, 137, -, 03.06.1965, , Türi vald
HANS KASCHAN, 138, -, 09.09.1946, , Türi vald
ERNI KAASIKU, 139, -, 27.05.1960, , Türi vald
MARVE KADASTIK, 140, -, 26.06.1984, , Türi vald
SIRJE KIPS, 141, -, 14.12.1957, , Türi vald
KRISTJAN KIVISAAR, 142, -, 17.08.1989, , Türi vald
KÄTLIN KOPPEL, 143, -, 05.02.1976, , Türi vald
LIIDIA KORŠUNOVA, 144, Eesti Keskerakond, 02.03.1942, , Türi vald
SIGRIT PAULUS, 145, -, 31.03.1992, , Türi vald
OLEG KUUSIK, 146, -, 23.05.1980, , Türi vald
MARJU KÄGU, 147, -, 23.08.1970, , Türi vald
MAIRE LAAR, 148, Sotsiaaldemokraatlik Erakond, 10.10.1958, , Türi vald
MAIU LAIN, 149, -, 01.05.1982, , Türi vald
KAIDO LEPIK, 150, -, 24.11.1982, , Türi vald
SIRLIKA LOITMETS, 151, -, 09.05.1983, , Türi vald
RENE LUIK, 152, -, 13.02.1984, , Türi vald
ASKO MURU, 153, -, 01.10.1987, , Türi vald
LEILI MÄEOTS, 154, -, 30.08.1940, , Türi vald
GETTER MÄNDMA, 155, -, 28.10.1987, , Türi vald
ENNU NURK, 156, -, 27.07.1960, , Türi vald
KATRI NURMINE, 157, Sotsiaaldemokraatlik Erakond, 08.11.1976, , Türi vald
PIIA NÄPPING, 158, -, 15.06.1969, , Türi vald
KAAREL ORUMÄGI, 159, -, 13.12.1995, , Türi vald
MIKK OTSUS, 160, -, 31.01.1989, , Türi vald
TIMO PETROVITS, 161, -, 07.04.2003, , Türi vald
MERIKE PIHLE, 162, -, 13.11.1975, , Türi vald
KOIT RANNAS, 163, -, 30.08.1971, , Türi vald
JAN-ROLAND RAUKAS, 164, Sotsiaaldemokraatlik Erakond, 21.12.1971, , Türi vald
LIIVI REHELA, 165, -, 13.04.1968, , Türi vald
EVERT RESSAR, 166, -, 17.10.1983, , Türi vald
IGOR ROOSMAA, 167, Sotsiaaldemokraatlik Erakond, 23.12.1969, , Türi vald
ÕNNELA SAKSLADU, 168, -, 19.07.1980, , Türi vald
ANDRUS SUURKIVI, 169, Sotsiaaldemokraatlik Erakond, 23.02.1967, , Türi vald
MEELIKA TAMM, 170, Sotsiaaldemokraatlik Erakond, 23.04.1977, , Türi vald
KAI TAMMELA, 171, Sotsiaaldemokraatlik Erakond, 18.12.1965, , Türi vald
LAURA TÄNNA, 172, -, 15.09.1985, , Türi vald
MAARJA VALKENKLAU, 173, -, 20.02.1974, , Türi vald
AILI VARBE, 174, -, 19.07.1948, , Türi vald
INNA VASSILA, 175, -, 29.04.1991, , Türi vald
ANNIKA VELLAMÄE, 176, -, 03.12.1978, , Türi vald
EVE VÄÄRTMAA, 177, Sotsiaaldemokraatlik Erakond, 22.05.1976, , Türi vald
ELAR NIGLAS, 178, Eesti Konservatiivne Rahvaerakond, 30.04.1998, , Türi vald
ARTUR METSARE, 179, Eesti Konservatiivne Rahvaerakond, 05.01.1981, , Türi vald
MARGE HIRTENTREU, 180, Eesti Konservatiivne Rahvaerakond, 30.09.1968, , Türi vald
EVELI KULL, 181, -, 07.07.1959, , Türi vald
ANDRUS ÕUNAPUU, 182, Eesti Konservatiivne Rahvaerakond, 30.01.1961, , Türi vald
KAIA MÕISTLIK, 183, Eesti Konservatiivne Rahvaerakond, 13.11.1953, , Türi vald
ELLE KÜTT, 184, Eesti Konservatiivne Rahvaerakond, 16.08.1949, , Türi vald
MAIT METSARE, 185, Eesti Konservatiivne Rahvaerakond, 04.01.1957, , Türi vald
AITA SAKS, 186, Eesti Konservatiivne Rahvaerakond, 28.03.1955, , Türi vald
RAIN RAND, 187, Eesti Konservatiivne Rahvaerakond, 28.08.1978, , Türi vald
HEIKKI ALLIK, 188, Eesti Konservatiivne Rahvaerakond, 27.01.1956, , Türi vald
TIIT KIKKAS, 189, Eesti Konservatiivne Rahvaerakond, 09.01.1954, , Türi vald
LYA VIIRA, 190, Eesti Konservatiivne Rahvaerakond, 29.04.1948, , Türi vald
ENE MIKK, 191, Eesti Konservatiivne Rahvaerakond, 25.05.1952, , Türi vald
REIN LEESMAA, 192, Eesti Konservatiivne Rahvaerakond, 10.04.1955, , Türi vald
ILME ROOSMAA, 193, Eesti Konservatiivne Rahvaerakond, 10.07.1949, , Türi vald
PIRET OTS, 194, Eesti Konservatiivne Rahvaerakond, 27.05.1969, , Türi vald
EVI SOONE, 195, Eesti Konservatiivne Rahvaerakond, 22.12.1956, , Türi vald
PIPI-LIIS SIEMANN, 196, ISAMAA Erakond, 17.11.1975, , Türi vald
SILJA AAVIK, 197, -, 24.09.1956, , Türi vald
KAAREL ALUOJA, 198, -, 03.05.1958, , Türi vald
MAREK ANVELT, 199, -, 20.05.1974, , Türi vald
AILI AVI, 200, ISAMAA Erakond, 26.05.1976, , Türi vald
HEILI BURMEISTER, 201, -, 16.11.1977, , Türi vald
EILO EESMÄE, 202, -, 22.12.1972, , Türi vald
VITALI GANSEN, 203, -, 06.01.1972, , Türi vald
TEET HANSCHMIDT, 204, ISAMAA Erakond, 22.02.1950, , Türi vald
ULVI HANTSON, 205, Eesti Reformierakond, 28.04.1967, , Türi vald
IMRE HEINSAAR, 206, -, 03.01.1969, , Türi vald
URMAS HEINSAR, 207, -, 28.02.1956, , Türi vald
ELARI HIIS, 208, ISAMAA Erakond, 07.04.1968, , Türi vald
EDA HUNT, 209, -, 29.08.1966, , Türi vald
KAIA IVA, 210, -, 28.04.1964, , Türi vald
KERLI JAAGUMANN, 211, -, 17.04.1993, , Türi vald
MAARIKA JÄÄTMA, 212, -, 13.07.1969, , Türi vald
RAIN KAARJAS, 213, -, 19.04.1968, , Türi vald
SILVER-TAAVI KALJULA, 214, -, 21.10.1994, , Türi vald
TRIIN KALJUR, 215, -, 25.07.1985, , Türi vald
KERSTI KANGUR, 216, -, 16.10.1972, , Türi vald
MARTIN KASCHAN, 217, -, 24.11.1994, , Türi vald
HEIKE KIIK, 218, -, 11.05.1983, , Türi vald
EVE KIVISTIK-JAKOBSON, 219, -, 28.05.1966, , Türi vald
HELI KOIT, 220, -, 21.01.1976, , Türi vald
EDA KOSKOR, 221, -, 09.08.1976, , Türi vald
HELINA KOTSULIM, 222, ISAMAA Erakond, 27.05.1985, , Türi vald
MARIELLE KURS, 223, -, 29.06.1998, , Türi vald
LEMBIT KÜÜTS, 224, ISAMAA Erakond, 18.10.1946, , Türi vald
LAURI LINA, 225, Sotsiaaldemokraatlik Erakond, 01.01.1982, , Türi vald
TIINA LOHUR, 226, ISAMAA Erakond, 08.09.1969, , Türi vald
ELE VIITKIN, 227, -, 01.03.1989, , Türi vald
TÄHVE MILT, 228, -, 12.08.1953, , Türi vald
TAURI MUST, 229, -, 12.11.1988, , Türi vald
ENN MÄGER, 230, ISAMAA Erakond, 27.09.1956, , Türi vald
KRISTJAN MÄNNA, 231, ISAMAA Erakond, 12.10.1971, , Türi vald
ÜLAR MÄNNILAAN, 232, -, 25.07.1968, , Türi vald
TOOMAS NEREP, 233, -, 19.12.1962, , Türi vald
ÜLO ORMUS, 234, ISAMAA Erakond, 16.06.1960, , Türi vald
EHA PEHK, 235, -, 23.09.1946, , Türi vald
URMAS PIIGERT, 236, -, 05.04.1978, , Türi vald
MEELIS PILIPENKO, 237, -, 05.08.1978, , Türi vald
RAIVO PINK, 238, ISAMAA Erakond, 01.09.1962, , Türi vald
JELENA PLAKK, 239, -, 27.04.1983, , Türi vald
JANEK RANNAMA, 240, -, 28.01.1973, , Türi vald
AARNE ROHTVEE, 241, -, 02.02.1957, , Türi vald
RASMUS ROMANDI, 242, -, 10.05.1991, , Türi vald
LEONHARD SOOM, 243, ISAMAA Erakond, 03.11.1946, , Türi vald
PEETER SÄRG, 244, -, 20.11.1945, , Türi vald
SULO SÄRKINEN, 245, -, 15.10.1985, , Türi vald
DEIVI ŠADEIKO, 246, -, 11.04.1970, , Türi vald
ANU ZINOVJEV, 247, -, 09.05.1975, , Türi vald
KADI TAMMOJA, 248, -, 27.11.1977, , Türi vald
HANNES TAUBE, 249, -, 30.08.1964, , Türi vald
KOIT TEDER, 250, -, 17.06.1961, , Türi vald
LEA URB, 251, -, 05.07.1959, , Türi vald
RUTT VAARMARI, 252, -, 14.01.1974, , Türi vald
KADI VALDER, 253, -, 11.09.1985, , Türi vald
ÜLLE VANAISAK, 254, -, 21.11.1967, , Türi vald
KERSTI VEEBERG, 255, ISAMAA Erakond, 23.06.1963, , Türi vald
TARMO VEST, 256, ISAMAA Erakond, 24.08.1975, , Türi vald
TANEL VILJAT, 257, -, 14.02.1992, , Türi vald
ÜLLE VÄLIMÄE, 258, -, 21.09.1954, , Türi vald
TOOMAS HIRBAUM, 259, Eesti Keskerakond, 13.03.1953, , Türi vald
HANNES MARTJAK, 260, Eesti Keskerakond, 06.06.1971, , Türi vald
HEIMO TAMMISTE, 261, -, 23.07.1969, , Türi vald
RIINA ANNUS, 262, -, 18.09.1967, , Türi vald
LENNO KUURMANN, 263, Eesti Keskerakond, 18.04.1971, , Türi vald
MADIS VELLAMA, 264, -, 24.09.1962, , Türi vald
KASPAR MÄGI, 265, Eesti Keskerakond, 16.08.1983, , Türi vald
RAIVO MATSINA, 266, Eesti Keskerakond, 05.05.1965, , Türi vald
ARVO ILVES, 267, Eesti Keskerakond, 20.04.1961, , Türi vald
ÜLO KRUUSMA, 268, Eesti Keskerakond, 14.05.1960, , Türi vald
PILLE REINSALU, 269, Eesti Keskerakond, 19.08.1966, , Türi vald
MARKO MATVEI, 101, -, 26.10.1980, , Haapsalu linn
ÕIE-MARI AASMÄE, 102, -, 07.09.1984, , Haapsalu linn
LARS UUS, 103, Erakond Eesti 200, 07.04.1975, , Haapsalu linn
MALLE ÕIGLAS, 104, -, 01.11.1971, , Haapsalu linn
JAANUS KARILAID, 105, Eesti Keskerakond, 01.02.1977, , Haapsalu linn
MARILIIS OLENKO, 106, -, 24.12.1981, , Haapsalu linn
REELIKA ENDER, 107, Eesti Keskerakond, 10.03.1983, , Haapsalu linn
HELEN RAMMU, 108, Eesti Keskerakond, 05.07.1966, , Haapsalu linn
TOOMAS SCHMIDT, 109, ISAMAA Erakond, 20.04.1956, , Haapsalu linn
INNAR MÄESALU, 110, Eesti Keskerakond, 02.08.1970, , Haapsalu linn
RIIMA VELBRE, 111, Eesti Keskerakond, 21.04.1966, , Haapsalu linn
PEETER VIKMAN, 112, Eesti Keskerakond, 28.02.1966, , Haapsalu linn
MAIA TOHVER, 113, -, 04.07.1969, , Haapsalu linn
MILVE VIIGAND, 114, -, 19.01.1961, , Haapsalu linn
JAAK VASAR, 115, -, 28.05.1967, , Haapsalu linn
MARELLE SAAR, 116, -, 21.01.1971, , Haapsalu linn
JULIA PROKOPTŠUK, 117, Eesti Keskerakond, 07.11.1979, , Haapsalu linn
TRIIN VELLEMÄE, 118, -, 12.03.1976, , Haapsalu linn
NELLI DIFFERT, 119, -, 24.07.1990, , Haapsalu linn
VLADIMIR PADAMA, 120, Eesti Keskerakond, 05.12.1946, , Haapsalu linn
VEIKO PÄRNASTE, 121, Eesti Keskerakond, 07.02.1975, , Haapsalu linn
MAIKO TOOMEMÄGI, 122, -, 22.07.1985, , Haapsalu linn
MART VESKI, 123, -, 25.03.1967, , Haapsalu linn
JULIANA SOMMERMANN, 124, Eesti Keskerakond, 14.02.1966, , Haapsalu linn
CASPAR VIKKISK, 125, Eesti Keskerakond, 10.09.1972, , Haapsalu linn
REEMET SITS, 126, -, 10.07.1968, , Haapsalu linn
KALLE-KUSTA TÕNISMA, 127, Eesti Keskerakond, 25.07.1948, , Haapsalu linn
TIIT KIRS, 128, Eesti Keskerakond, 14.03.1964, , Haapsalu linn
RAUL KUUSK, 129, Eesti Keskerakond, 19.08.1961, , Haapsalu linn
MARGOT MAANTOA, 130, -, 01.10.1965, , Haapsalu linn
VIIVE MARLEEN, 131, -, 13.09.1974, , Haapsalu linn
ÜLLE KARJANE, 132, Eesti Keskerakond, 15.01.1959, , Haapsalu linn
MARKUS RÄÄLI, 133, Eesti Keskerakond, 02.01.1997, , Haapsalu linn
PAUL KOPPE, 134, Eesti Keskerakond, 24.12.1989, , Haapsalu linn
HEIKKI SOOL, 135, Eesti Keskerakond, 27.11.1948, , Haapsalu linn
HEINAR TUULBERG, 136, -, 09.02.1960, , Haapsalu linn
URMAS SUKLES, 137, -, 26.11.1958, , Haapsalu linn
ILONA AASVERE, 138, -, 04.02.1961, , Haapsalu linn
ANTS ALE, 139, -, 15.06.1960, , Haapsalu linn
KALJU AIGRO, 140, -, 11.06.1945, , Haapsalu linn
MATI HUNT, 141, -, 11.07.1969, , Haapsalu linn
VENDO JUGAPUU, 142, -, 31.01.1980, , Haapsalu linn
ARNOLD JUHANS, 143, -, 30.12.1961, , Haapsalu linn
TOOMAS KALLEMETS, 144, -, 28.11.1949, , Haapsalu linn
ÜLO KALM, 145, -, 19.09.1956, , Haapsalu linn
ANTTI KAMMISTE, 146, -, 25.11.1966, , Haapsalu linn
DAIRE KAUP, 147, -, 09.09.1975, , Haapsalu linn
LEA KIIS, 148, -, 05.12.1960, , Haapsalu linn
ERIKA KLEEMAN, 149, -, 14.04.1974, , Haapsalu linn
KALLE KRUUSMA, 150, -, 15.04.1966, , Haapsalu linn
GERT KÄSK, 151, -, 15.11.1999, , Haapsalu linn
TIINA KÜTT, 152, -, 04.03.1962, , Haapsalu linn
SERLI KÜÜNARPUU, 153, -, 01.01.1978, , Haapsalu linn
ANDRES LAIDRE, 154, -, 05.01.1948, , Haapsalu linn
HARRY LINDEMANN, 155, -, 29.08.1958, , Haapsalu linn
ELERIN PIBERMAN, 156, -, 29.09.1990, , Haapsalu linn
RIHO LEPP, 157, -, 18.05.1969, , Haapsalu linn
EVA MAKIENKO, 158, -, 10.03.1972, , Haapsalu linn
ANDRI MERILOO, 159, -, 08.11.1964, , Haapsalu linn
TIIT MOOR, 160, -, 12.04.1971, , Haapsalu linn
JANE MÖLL, 161, -, 06.05.1985, , Haapsalu linn
KAREL MÖLL, 162, Eesti Reformierakond, 17.08.1980, , Haapsalu linn
ANDREI MÄNDLA, 163, -, 16.04.1960, , Haapsalu linn
TÕNU PARBUS, 164, -, 17.03.1985, , Haapsalu linn
MADIS RAUDSEPP, 165, -, 14.02.1983, , Haapsalu linn
KAJA ROOTARE, 166, -, 19.09.1966, , Haapsalu linn
JÜRI SAAR, 167, -, 21.10.1956, , Haapsalu linn
SIIM SAAREVÄLI, 168, -, 28.11.1982, , Haapsalu linn
KAIDO SASSE, 169, -, 16.01.1962, , Haapsalu linn
ANDRES SAUTER, 170, -, 31.05.1957, , Haapsalu linn
MATI SEPPI, 171, -, 01.11.1965, , Haapsalu linn
TÕNIS SIIR, 172, -, 27.06.1961, , Haapsalu linn
HEINO TAMM, 173, -, 17.05.1950, , Haapsalu linn
ERKI TERAS, 174, Eesti Reformierakond, 13.07.1981, , Haapsalu linn
VIRGE TIIK, 175, -, 26.04.1981, , Haapsalu linn
ANDREI TŠEREPANOV, 176, -, 30.01.1963, , Haapsalu linn
ELERI TÄNAV, 177, -, 07.08.1981, , Haapsalu linn
RIHO VARIK, 178, -, 07.09.1964, , Haapsalu linn
LAURI VÄLI, 180, -, 24.11.1971, , Haapsalu linn
ASTRID MARIANNE WICKSTRÖM, 181, -, 10.12.1948, , Haapsalu linn
TOOMAS VALLIMÄE, 182, Eesti Konservatiivne Rahvaerakond, 20.12.1963, , Haapsalu linn
TIIT KARU, 183, Eesti Konservatiivne Rahvaerakond, 14.05.1950, , Haapsalu linn
